Date,CLFPC,CPI,CPI_12Mo_Change,CPIW,CPIW_12Mo_Change,EP,M2SL,NFCI,ANFCI,Risk (NFCI),Credit (NFCI),Leverage (NFCI),Nonfinancial_Leverage (NFCI),PAYEMS,PCE,PPIAC,PPIAC_1Mo_Change,PPIAC_12Mo_Change,PPIFD,PPIFD_1Mo_Change,PPIFD_12Mo_Change,RESPPNTEPPNWW,RESPPNGNWW,RESPPNNWW,RESPPNONWW,RESPPNSNWW,UMCIE,UMCSENT,Unemployment_Rate,WEI
2000-01-01,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.17225244,0.073399416,-0.247039283,0.095887952,1.222271839,0.567221381,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-02,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.17225244,0.073399416,-0.247039283,0.095887952,1.222271839,0.567221381,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-03,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.17225244,0.073399416,-0.247039283,0.095887952,1.222271839,0.567221381,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-04,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.17225244,0.073399416,-0.247039283,0.095887952,1.222271839,0.567221381,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-05,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.17225244,0.073399416,-0.247039283,0.095887952,1.222271839,0.567221381,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-06,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.17225244,0.073399416,-0.247039283,0.095887952,1.222271839,0.567221381,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-07,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.182076453,0.049372464,-0.252533144,0.082133057,1.269985822,0.570699586,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-08,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.182076453,0.049372464,-0.252533144,0.082133057,1.269985822,0.570699586,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-09,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.182076453,0.049372464,-0.252533144,0.082133057,1.269985822,0.570699586,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-10,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.182076453,0.049372464,-0.252533144,0.082133057,1.269985822,0.570699586,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-11,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.182076453,0.049372464,-0.252533144,0.082133057,1.269985822,0.570699586,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-12,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.182076453,0.049372464,-0.252533144,0.082133057,1.269985822,0.570699586,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-13,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.182076453,0.049372464,-0.252533144,0.082133057,1.269985822,0.570699586,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-14,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.193312943,0.023867579,-0.25713603,0.066667367,1.308608262,0.57484043,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-15,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.193312943,0.023867579,-0.25713603,0.066667367,1.308608262,0.57484043,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-16,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.193312943,0.023867579,-0.25713603,0.066667367,1.308608262,0.57484043,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-17,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.193312943,0.023867579,-0.25713603,0.066667367,1.308608262,0.57484043,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-18,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.193312943,0.023867579,-0.25713603,0.066667367,1.308608262,0.57484043,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-19,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.193312943,0.023867579,-0.25713603,0.066667367,1.308608262,0.57484043,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-20,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.193312943,0.023867579,-0.25713603,0.066667367,1.308608262,0.57484043,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-21,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.203636231,0.003723041,-0.260235076,0.051094754,1.338095836,0.579707533,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-22,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.203636231,0.003723041,-0.260235076,0.051094754,1.338095836,0.579707533,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-23,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.203636231,0.003723041,-0.260235076,0.051094754,1.338095836,0.579707533,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-24,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.203636231,0.003723041,-0.260235076,0.051094754,1.338095836,0.579707533,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-25,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.203636231,0.003723041,-0.260235076,0.051094754,1.338095836,0.579707533,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-26,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.203636231,0.003723041,-0.260235076,0.051094754,1.338095836,0.579707533,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-27,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.203636231,0.003723041,-0.260235076,0.051094754,1.338095836,0.579707533,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-28,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.210963324,-0.011259708,-0.26081003,0.037827789,1.356887596,0.585355064,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-29,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.210963324,-0.011259708,-0.26081003,0.037827789,1.356887596,0.585355064,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-30,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.210963324,-0.011259708,-0.26081003,0.037827789,1.356887596,0.585355064,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-01-31,66.8,168.8,2.7,165.6,2.9,64.6,4667.6,-0.210963324,-0.011259708,-0.26081003,0.037827789,1.356887596,0.585355064,131011.0,6542.9,128.3,0.4,4.4,,,,,,,,,3.0,112.0,4.0,
2000-02-01,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210963324,-0.011259708,-0.26081003,0.037827789,1.356887596,0.585355064,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-02,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210963324,-0.011259708,-0.26081003,0.037827789,1.356887596,0.585355064,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-03,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210963324,-0.011259708,-0.26081003,0.037827789,1.356887596,0.585355064,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-04,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.212837546,-0.021184246,-0.258270506,0.028579298,1.365956377,0.591820267,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-05,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.212837546,-0.021184246,-0.258270506,0.028579298,1.365956377,0.591820267,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-06,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.212837546,-0.021184246,-0.258270506,0.028579298,1.365956377,0.591820267,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-07,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.212837546,-0.021184246,-0.258270506,0.028579298,1.365956377,0.591820267,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-08,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.212837546,-0.021184246,-0.258270506,0.028579298,1.365956377,0.591820267,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-09,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.212837546,-0.021184246,-0.258270506,0.028579298,1.365956377,0.591820267,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-10,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.212837546,-0.021184246,-0.258270506,0.028579298,1.365956377,0.591820267,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-11,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210597803,-0.027582915,-0.253030326,0.023956073,1.364355045,0.599117918,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-12,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210597803,-0.027582915,-0.253030326,0.023956073,1.364355045,0.599117918,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-13,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210597803,-0.027582915,-0.253030326,0.023956073,1.364355045,0.599117918,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-14,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210597803,-0.027582915,-0.253030326,0.023956073,1.364355045,0.599117918,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-15,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210597803,-0.027582915,-0.253030326,0.023956073,1.364355045,0.599117918,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-16,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210597803,-0.027582915,-0.253030326,0.023956073,1.364355045,0.599117918,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-17,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.210597803,-0.027582915,-0.253030326,0.023956073,1.364355045,0.599117918,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-18,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.202863367,-0.027632241,-0.243553932,0.024484348,1.351943325,0.60723947,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-19,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.202863367,-0.027632241,-0.243553932,0.024484348,1.351943325,0.60723947,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-20,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.202863367,-0.027632241,-0.243553932,0.024484348,1.351943325,0.60723947,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-21,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.202863367,-0.027632241,-0.243553932,0.024484348,1.351943325,0.60723947,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-22,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.202863367,-0.027632241,-0.243553932,0.024484348,1.351943325,0.60723947,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-23,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.202863367,-0.027632241,-0.243553932,0.024484348,1.351943325,0.60723947,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-24,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.202863367,-0.027632241,-0.243553932,0.024484348,1.351943325,0.60723947,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-25,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.190094833,-0.016536727,-0.228651056,0.029701729,1.327491262,0.616151213,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-26,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.190094833,-0.016536727,-0.228651056,0.029701729,1.327491262,0.616151213,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-27,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.190094833,-0.016536727,-0.228651056,0.029701729,1.327491262,0.616151213,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-28,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.190094833,-0.016536727,-0.228651056,0.029701729,1.327491262,0.616151213,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-02-29,67.0,169.8,3.2,166.5,3.4,64.6,4680.9,-0.190094833,-0.016536727,-0.228651056,0.029701729,1.327491262,0.616151213,131121.0,6625.3,129.8,1.2,6.1,,,,,,,,,2.9,111.3,4.1,
2000-03-01,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.190094833,-0.016536727,-0.228651056,0.029701729,1.327491262,0.616151213,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-02,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.190094833,-0.016536727,-0.228651056,0.029701729,1.327491262,0.616151213,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-03,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.174114289,0.00831379,-0.209567364,0.038775106,1.29179717,0.625791534,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-04,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.174114289,0.00831379,-0.209567364,0.038775106,1.29179717,0.625791534,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-05,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.174114289,0.00831379,-0.209567364,0.038775106,1.29179717,0.625791534,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-06,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.174114289,0.00831379,-0.209567364,0.038775106,1.29179717,0.625791534,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-07,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.174114289,0.00831379,-0.209567364,0.038775106,1.29179717,0.625791534,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-08,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.174114289,0.00831379,-0.209567364,0.038775106,1.29179717,0.625791534,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-09,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.174114289,0.00831379,-0.209567364,0.038775106,1.29179717,0.625791534,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-10,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.154148222,0.046376596,-0.185088524,0.050610852,1.245705051,0.636072084,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-11,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.154148222,0.046376596,-0.185088524,0.050610852,1.245705051,0.636072084,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-12,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.154148222,0.046376596,-0.185088524,0.050610852,1.245705051,0.636072084,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-13,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.154148222,0.046376596,-0.185088524,0.050610852,1.245705051,0.636072084,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-14,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.154148222,0.046376596,-0.185088524,0.050610852,1.245705051,0.636072084,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-15,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.154148222,0.046376596,-0.185088524,0.050610852,1.245705051,0.636072084,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-16,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.154148222,0.046376596,-0.185088524,0.050610852,1.245705051,0.636072084,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-17,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.132036155,0.089873431,-0.15612134,0.064105558,1.189394378,0.646876588,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-18,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.132036155,0.089873431,-0.15612134,0.064105558,1.189394378,0.646876588,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-19,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.132036155,0.089873431,-0.15612134,0.064105558,1.189394378,0.646876588,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-20,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.132036155,0.089873431,-0.15612134,0.064105558,1.189394378,0.646876588,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-21,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.132036155,0.089873431,-0.15612134,0.064105558,1.189394378,0.646876588,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-22,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.132036155,0.089873431,-0.15612134,0.064105558,1.189394378,0.646876588,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-23,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.132036155,0.089873431,-0.15612134,0.064105558,1.189394378,0.646876588,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-24,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.109869157,0.12762716,-0.126030844,0.078201987,1.126113656,0.658061858,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-25,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.109869157,0.12762716,-0.126030844,0.078201987,1.126113656,0.658061858,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-26,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.109869157,0.12762716,-0.126030844,0.078201987,1.126113656,0.658061858,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-27,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.109869157,0.12762716,-0.126030844,0.078201987,1.126113656,0.658061858,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-28,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.109869157,0.12762716,-0.126030844,0.078201987,1.126113656,0.658061858,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-29,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.109869157,0.12762716,-0.126030844,0.078201987,1.126113656,0.658061858,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-30,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.109869157,0.12762716,-0.126030844,0.078201987,1.126113656,0.658061858,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-03-31,67.1,171.2,3.8,167.9,4,64.6,4711.7,-0.089029741,0.151369402,-0.095975307,0.091765646,1.057623843,0.669464908,131604.0,6686.5,130.8,0.8,6.7,,,,,,,,,3.2,107.1,4.0,
2000-04-01,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.089029741,0.151369402,-0.095975307,0.091765646,1.057623843,0.669464908,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-02,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.089029741,0.151369402,-0.095975307,0.091765646,1.057623843,0.669464908,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-03,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.089029741,0.151369402,-0.095975307,0.091765646,1.057623843,0.669464908,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-04,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.089029741,0.151369402,-0.095975307,0.091765646,1.057623843,0.669464908,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-05,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.089029741,0.151369402,-0.095975307,0.091765646,1.057623843,0.669464908,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-06,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.089029741,0.151369402,-0.095975307,0.091765646,1.057623843,0.669464908,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-07,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.07327105,0.155100243,-0.070141451,0.104286114,0.986016999,0.680916925,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-08,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.07327105,0.155100243,-0.070141451,0.104286114,0.986016999,0.680916925,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-09,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.07327105,0.155100243,-0.070141451,0.104286114,0.986016999,0.680916925,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-10,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.07327105,0.155100243,-0.070141451,0.104286114,0.986016999,0.680916925,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-11,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.07327105,0.155100243,-0.070141451,0.104286114,0.986016999,0.680916925,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-12,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.07327105,0.155100243,-0.070141451,0.104286114,0.986016999,0.680916925,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-13,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.07327105,0.155100243,-0.070141451,0.104286114,0.986016999,0.680916925,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-14,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.058956798,0.15493851,-0.044783563,0.115692963,0.912142354,0.692219417,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-15,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.058956798,0.15493851,-0.044783563,0.115692963,0.912142354,0.692219417,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-16,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.058956798,0.15493851,-0.044783563,0.115692963,0.912142354,0.692219417,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-17,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.058956798,0.15493851,-0.044783563,0.115692963,0.912142354,0.692219417,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-18,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.058956798,0.15493851,-0.044783563,0.115692963,0.912142354,0.692219417,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-19,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.058956798,0.15493851,-0.044783563,0.115692963,0.912142354,0.692219417,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-20,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.058956798,0.15493851,-0.044783563,0.115692963,0.912142354,0.692219417,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-21,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.046002479,0.159458379,-0.020462792,0.125904442,0.83840636,0.703206564,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-22,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.046002479,0.159458379,-0.020462792,0.125904442,0.83840636,0.703206564,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-23,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.046002479,0.159458379,-0.020462792,0.125904442,0.83840636,0.703206564,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-24,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.046002479,0.159458379,-0.020462792,0.125904442,0.83840636,0.703206564,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-25,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.046002479,0.159458379,-0.020462792,0.125904442,0.83840636,0.703206564,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
2000-04-26,67.0,171.3,3.1,168,3.3,64.7,4767.8,-0.046002479,0.159458379,-0.020462792,0.125904442,0.83840636,0.703206564,131883.0,6679.1,130.7,-0.1,5.7,,,,,,,,,3.2,109.2,3.8,
