Date,NFCI,ANFCI,Risk (NFCI),Credit (NFCI),Leverage (NFCI),Nonfinancial_Leverage (NFCI)
11/5/2005,-0.588892433,-0.577409261,-0.595555885,-0.140185881,-0.270320317,1.646918591
11/6/2005,-0.588892433,-0.577409261,-0.595555885,-0.140185881,-0.270320317,1.646918591
11/7/2005,-0.588892433,-0.577409261,-0.595555885,-0.140185881,-0.270320317,1.646918591
11/8/2005,-0.588892433,-0.577409261,-0.595555885,-0.140185881,-0.270320317,1.646918591
11/9/2005,-0.588892433,-0.577409261,-0.595555885,-0.140185881,-0.270320317,1.646918591
11/10/2005,-0.588892433,-0.577409261,-0.595555885,-0.140185881,-0.270320317,1.646918591
11/11/2005,-0.590448496,-0.58213844,-0.591975794,-0.140014476,-0.314514616,1.667806728
11/12/2005,-0.590448496,-0.58213844,-0.591975794,-0.140014476,-0.314514616,1.667806728
11/13/2005,-0.590448496,-0.58213844,-0.591975794,-0.140014476,-0.314514616,1.667806728
11/14/2005,-0.590448496,-0.58213844,-0.591975794,-0.140014476,-0.314514616,1.667806728
11/15/2005,-0.590448496,-0.58213844,-0.591975794,-0.140014476,-0.314514616,1.667806728
11/16/2005,-0.590448496,-0.58213844,-0.591975794,-0.140014476,-0.314514616,1.667806728
11/17/2005,-0.590448496,-0.58213844,-0.591975794,-0.140014476,-0.314514616,1.667806728
11/18/2005,-0.587959113,-0.572371014,-0.586814569,-0.137757621,-0.348357616,1.687743311
11/19/2005,-0.587959113,-0.572371014,-0.586814569,-0.137757621,-0.348357616,1.687743311
11/20/2005,-0.587959113,-0.572371014,-0.586814569,-0.137757621,-0.348357616,1.687743311
11/21/2005,-0.587959113,-0.572371014,-0.586814569,-0.137757621,-0.348357616,1.687743311
11/22/2005,-0.587959113,-0.572371014,-0.586814569,-0.137757621,-0.348357616,1.687743311
11/23/2005,-0.587959113,-0.572371014,-0.586814569,-0.137757621,-0.348357616,1.687743311
11/24/2005,-0.587959113,-0.572371014,-0.586814569,-0.137757621,-0.348357616,1.687743311
11/25/2005,-0.583074333,-0.551391268,-0.580845007,-0.134186829,-0.37090953,1.706737814
11/26/2005,-0.583074333,-0.551391268,-0.580845007,-0.134186829,-0.37090953,1.706737814
11/27/2005,-0.583074333,-0.551391268,-0.580845007,-0.134186829,-0.37090953,1.706737814
11/28/2005,-0.583074333,-0.551391268,-0.580845007,-0.134186829,-0.37090953,1.706737814
11/29/2005,-0.583074333,-0.551391268,-0.580845007,-0.134186829,-0.37090953,1.706737814
11/30/2005,-0.583074333,-0.551391268,-0.580845007,-0.134186829,-0.37090953,1.706737814
12/1/2005,-0.583074333,-0.551391268,-0.580845007,-0.134186829,-0.37090953,1.706737814
12/2/2005,-0.576488089,-0.522589688,-0.575188968,-0.129510761,-0.381664169,1.724841728
12/3/2005,-0.576488089,-0.522589688,-0.575188968,-0.129510761,-0.381664169,1.724841728
12/4/2005,-0.576488089,-0.522589688,-0.575188968,-0.129510761,-0.381664169,1.724841728
12/5/2005,-0.576488089,-0.522589688,-0.575188968,-0.129510761,-0.381664169,1.724841728
12/6/2005,-0.576488089,-0.522589688,-0.575188968,-0.129510761,-0.381664169,1.724841728
12/7/2005,-0.576488089,-0.522589688,-0.575188968,-0.129510761,-0.381664169,1.724841728
12/8/2005,-0.576488089,-0.522589688,-0.575188968,-0.129510761,-0.381664169,1.724841728
12/9/2005,-0.569995595,-0.489400684,-0.571675812,-0.124054216,-0.381557925,1.742144526
12/10/2005,-0.569995595,-0.489400684,-0.571675812,-0.124054216,-0.381557925,1.742144526
12/11/2005,-0.569995595,-0.489400684,-0.571675812,-0.124054216,-0.381557925,1.742144526
12/12/2005,-0.569995595,-0.489400684,-0.571675812,-0.124054216,-0.381557925,1.742144526
12/13/2005,-0.569995595,-0.489400684,-0.571675812,-0.124054216,-0.381557925,1.742144526
12/14/2005,-0.569995595,-0.489400684,-0.571675812,-0.124054216,-0.381557925,1.742144526
12/15/2005,-0.569995595,-0.489400684,-0.571675812,-0.124054216,-0.381557925,1.742144526
12/16/2005,-0.565098144,-0.456571476,-0.571603501,-0.118695396,-0.371798048,1.758771714
12/17/2005,-0.565098144,-0.456571476,-0.571603501,-0.118695396,-0.371798048,1.758771714
12/18/2005,-0.565098144,-0.456571476,-0.571603501,-0.118695396,-0.371798048,1.758771714
12/19/2005,-0.565098144,-0.456571476,-0.571603501,-0.118695396,-0.371798048,1.758771714
12/20/2005,-0.565098144,-0.456571476,-0.571603501,-0.118695396,-0.371798048,1.758771714
12/21/2005,-0.565098144,-0.456571476,-0.571603501,-0.118695396,-0.371798048,1.758771714
12/22/2005,-0.565098144,-0.456571476,-0.571603501,-0.118695396,-0.371798048,1.758771714
12/23/2005,-0.563612302,-0.430753412,-0.576856959,-0.113653724,-0.354884439,1.774881516
12/24/2005,-0.563612302,-0.430753412,-0.576856959,-0.113653724,-0.354884439,1.774881516
12/25/2005,-0.563612302,-0.430753412,-0.576856959,-0.113653724,-0.354884439,1.774881516
12/26/2005,-0.563612302,-0.430753412,-0.576856959,-0.113653724,-0.354884439,1.774881516
12/27/2005,-0.563612302,-0.430753412,-0.576856959,-0.113653724,-0.354884439,1.774881516
12/28/2005,-0.563612302,-0.430753412,-0.576856959,-0.113653724,-0.354884439,1.774881516
12/29/2005,-0.563612302,-0.430753412,-0.576856959,-0.113653724,-0.354884439,1.774881516
12/30/2005,-0.565300333,-0.41264285,-0.586549274,-0.109518101,-0.333887486,1.790652711
12/31/2005,-0.565300333,-0.41264285,-0.586549274,-0.109518101,-0.333887486,1.790652711
1/1/2006,-0.565300333,-0.41264285,-0.586549274,-0.109518101,-0.333887486,1.790652711
1/2/2006,-0.565300333,-0.41264285,-0.586549274,-0.109518101,-0.333887486,1.790652711
1/3/2006,-0.565300333,-0.41264285,-0.586549274,-0.109518101,-0.333887486,1.790652711
1/4/2006,-0.565300333,-0.41264285,-0.586549274,-0.109518101,-0.333887486,1.790652711
1/5/2006,-0.565300333,-0.41264285,-0.586549274,-0.109518101,-0.333887486,1.790652711
1/6/2006,-0.571434945,-0.407589433,-0.601578951,-0.106579511,-0.311914561,1.806274081
1/7/2006,-0.571434945,-0.407589433,-0.601578951,-0.106579511,-0.311914561,1.806274081
1/8/2006,-0.571434945,-0.407589433,-0.601578951,-0.106579511,-0.311914561,1.806274081
1/9/2006,-0.571434945,-0.407589433,-0.601578951,-0.106579511,-0.311914561,1.806274081
1/10/2006,-0.571434945,-0.407589433,-0.601578951,-0.106579511,-0.311914561,1.806274081
1/11/2006,-0.571434945,-0.407589433,-0.601578951,-0.106579511,-0.311914561,1.806274081
1/12/2006,-0.571434945,-0.407589433,-0.601578951,-0.106579511,-0.311914561,1.806274081
1/13/2006,-0.581217565,-0.413482796,-0.618828315,-0.105599732,-0.293093688,1.821958673
1/14/2006,-0.581217565,-0.413482796,-0.618828315,-0.105599732,-0.293093688,1.821958673
1/15/2006,-0.581217565,-0.413482796,-0.618828315,-0.105599732,-0.293093688,1.821958673
1/16/2006,-0.581217565,-0.413482796,-0.618828315,-0.105599732,-0.293093688,1.821958673
1/17/2006,-0.581217565,-0.413482796,-0.618828315,-0.105599732,-0.293093688,1.821958673
1/18/2006,-0.581217565,-0.413482796,-0.618828315,-0.105599732,-0.293093688,1.821958673
1/19/2006,-0.581217565,-0.413482796,-0.618828315,-0.105599732,-0.293093688,1.821958673
1/20/2006,-0.591798479,-0.425513779,-0.635657056,-0.10617766,-0.279658716,1.837892855
1/21/2006,-0.591798479,-0.425513779,-0.635657056,-0.10617766,-0.279658716,1.837892855
1/22/2006,-0.591798479,-0.425513779,-0.635657056,-0.10617766,-0.279658716,1.837892855
1/23/2006,-0.591798479,-0.425513779,-0.635657056,-0.10617766,-0.279658716,1.837892855
1/24/2006,-0.591798479,-0.425513779,-0.635657056,-0.10617766,-0.279658716,1.837892855
1/25/2006,-0.591798479,-0.425513779,-0.635657056,-0.10617766,-0.279658716,1.837892855
1/26/2006,-0.591798479,-0.425513779,-0.635657056,-0.10617766,-0.279658716,1.837892855
1/27/2006,-0.603931857,-0.441919639,-0.65123109,-0.108525926,-0.274162649,1.854251188
1/28/2006,-0.603931857,-0.441919639,-0.65123109,-0.108525926,-0.274162649,1.854251188
1/29/2006,-0.603931857,-0.441919639,-0.65123109,-0.108525926,-0.274162649,1.854251188
1/30/2006,-0.603931857,-0.441919639,-0.65123109,-0.108525926,-0.274162649,1.854251188
1/31/2006,-0.603931857,-0.441919639,-0.65123109,-0.108525926,-0.274162649,1.854251188
2/1/2006,-0.603931857,-0.441919639,-0.65123109,-0.108525926,-0.274162649,1.854251188
2/2/2006,-0.603931857,-0.441919639,-0.65123109,-0.108525926,-0.274162649,1.854251188
2/3/2006,-0.614693357,-0.456773376,-0.663371552,-0.111883399,-0.276898095,1.871185502
2/4/2006,-0.614693357,-0.456773376,-0.663371552,-0.111883399,-0.276898095,1.871185502
2/5/2006,-0.614693357,-0.456773376,-0.663371552,-0.111883399,-0.276898095,1.871185502
2/6/2006,-0.614693357,-0.456773376,-0.663371552,-0.111883399,-0.276898095,1.871185502
2/7/2006,-0.614693357,-0.456773376,-0.663371552,-0.111883399,-0.276898095,1.871185502
2/8/2006,-0.614693357,-0.456773376,-0.663371552,-0.111883399,-0.276898095,1.871185502
2/9/2006,-0.614693357,-0.456773376,-0.663371552,-0.111883399,-0.276898095,1.871185502
2/10/2006,-0.623256903,-0.469910923,-0.671046275,-0.116007776,-0.287702882,1.88881261
2/11/2006,-0.623256903,-0.469910923,-0.671046275,-0.116007776,-0.287702882,1.88881261
2/12/2006,-0.623256903,-0.469910923,-0.671046275,-0.116007776,-0.287702882,1.88881261
2/13/2006,-0.623256903,-0.469910923,-0.671046275,-0.116007776,-0.287702882,1.88881261
2/14/2006,-0.623256903,-0.469910923,-0.671046275,-0.116007776,-0.287702882,1.88881261
2/15/2006,-0.623256903,-0.469910923,-0.671046275,-0.116007776,-0.287702882,1.88881261
2/16/2006,-0.623256903,-0.469910923,-0.671046275,-0.116007776,-0.287702882,1.88881261
2/17/2006,-0.629869034,-0.481803569,-0.674920062,-0.120684401,-0.305040593,1.90721135
2/18/2006,-0.629869034,-0.481803569,-0.674920062,-0.120684401,-0.305040593,1.90721135
2/19/2006,-0.629869034,-0.481803569,-0.674920062,-0.120684401,-0.305040593,1.90721135
2/20/2006,-0.629869034,-0.481803569,-0.674920062,-0.120684401,-0.305040593,1.90721135
2/21/2006,-0.629869034,-0.481803569,-0.674920062,-0.120684401,-0.305040593,1.90721135
2/22/2006,-0.629869034,-0.481803569,-0.674920062,-0.120684401,-0.305040593,1.90721135
2/23/2006,-0.629869034,-0.481803569,-0.674920062,-0.120684401,-0.305040593,1.90721135
2/24/2006,-0.634010378,-0.49245837,-0.674672682,-0.125673131,-0.32738351,1.926420615
2/25/2006,-0.634010378,-0.49245837,-0.674672682,-0.125673131,-0.32738351,1.926420615
2/26/2006,-0.634010378,-0.49245837,-0.674672682,-0.125673131,-0.32738351,1.926420615
2/27/2006,-0.634010378,-0.49245837,-0.674672682,-0.125673131,-0.32738351,1.926420615
2/28/2006,-0.634010378,-0.49245837,-0.674672682,-0.125673131,-0.32738351,1.926420615
3/1/2006,-0.634010378,-0.49245837,-0.674672682,-0.125673131,-0.32738351,1.926420615
3/2/2006,-0.634010378,-0.49245837,-0.674672682,-0.125673131,-0.32738351,1.926420615
3/3/2006,-0.635219379,-0.501662676,-0.671084627,-0.130478957,-0.352197854,1.946435368
3/4/2006,-0.635219379,-0.501662676,-0.671084627,-0.130478957,-0.352197854,1.946435368
3/5/2006,-0.635219379,-0.501662676,-0.671084627,-0.130478957,-0.352197854,1.946435368
3/6/2006,-0.635219379,-0.501662676,-0.671084627,-0.130478957,-0.352197854,1.946435368
3/7/2006,-0.635219379,-0.501662676,-0.671084627,-0.130478957,-0.352197854,1.946435368
3/8/2006,-0.635219379,-0.501662676,-0.671084627,-0.130478957,-0.352197854,1.946435368
3/9/2006,-0.635219379,-0.501662676,-0.671084627,-0.130478957,-0.352197854,1.946435368
3/10/2006,-0.634781476,-0.507192975,-0.665022085,-0.135404495,-0.377882639,1.967208121
3/11/2006,-0.634781476,-0.507192975,-0.665022085,-0.135404495,-0.377882639,1.967208121
3/12/2006,-0.634781476,-0.507192975,-0.665022085,-0.135404495,-0.377882639,1.967208121
3/13/2006,-0.634781476,-0.507192975,-0.665022085,-0.135404495,-0.377882639,1.967208121
3/14/2006,-0.634781476,-0.507192975,-0.665022085,-0.135404495,-0.377882639,1.967208121
3/15/2006,-0.634781476,-0.507192975,-0.665022085,-0.135404495,-0.377882639,1.967208121
3/16/2006,-0.634781476,-0.507192975,-0.665022085,-0.135404495,-0.377882639,1.967208121
3/17/2006,-0.633475627,-0.508709384,-0.658728377,-0.139790194,-0.402255164,1.988648496
3/18/2006,-0.633475627,-0.508709384,-0.658728377,-0.139790194,-0.402255164,1.988648496
3/19/2006,-0.633475627,-0.508709384,-0.658728377,-0.139790194,-0.402255164,1.988648496
3/20/2006,-0.633475627,-0.508709384,-0.658728377,-0.139790194,-0.402255164,1.988648496
3/21/2006,-0.633475627,-0.508709384,-0.658728377,-0.139790194,-0.402255164,1.988648496
3/22/2006,-0.633475627,-0.508709384,-0.658728377,-0.139790194,-0.402255164,1.988648496
3/23/2006,-0.633475627,-0.508709384,-0.658728377,-0.139790194,-0.402255164,1.988648496
3/24/2006,-0.631964006,-0.505600233,-0.652857988,-0.143305371,-0.424919848,2.010624054
3/25/2006,-0.631964006,-0.505600233,-0.652857988,-0.143305371,-0.424919848,2.010624054
3/26/2006,-0.631964006,-0.505600233,-0.652857988,-0.143305371,-0.424919848,2.010624054
3/27/2006,-0.631964006,-0.505600233,-0.652857988,-0.143305371,-0.424919848,2.010624054
3/28/2006,-0.631964006,-0.505600233,-0.652857988,-0.143305371,-0.424919848,2.010624054
3/29/2006,-0.631964006,-0.505600233,-0.652857988,-0.143305371,-0.424919848,2.010624054
3/30/2006,-0.631964006,-0.505600233,-0.652857988,-0.143305371,-0.424919848,2.010624054
3/31/2006,-0.629443038,-0.497513379,-0.647251118,-0.145734689,-0.444777025,2.03297015
4/1/2006,-0.629443038,-0.497513379,-0.647251118,-0.145734689,-0.444777025,2.03297015
4/2/2006,-0.629443038,-0.497513379,-0.647251118,-0.145734689,-0.444777025,2.03297015
4/3/2006,-0.629443038,-0.497513379,-0.647251118,-0.145734689,-0.444777025,2.03297015
4/4/2006,-0.629443038,-0.497513379,-0.647251118,-0.145734689,-0.444777025,2.03297015
4/5/2006,-0.629443038,-0.497513379,-0.647251118,-0.145734689,-0.444777025,2.03297015
4/6/2006,-0.629443038,-0.497513379,-0.647251118,-0.145734689,-0.444777025,2.03297015
4/7/2006,-0.627298102,-0.489695008,-0.642991678,-0.147000339,-0.461929346,2.055506556
4/8/2006,-0.627298102,-0.489695008,-0.642991678,-0.147000339,-0.461929346,2.055506556
4/9/2006,-0.627298102,-0.489695008,-0.642991678,-0.147000339,-0.461929346,2.055506556
4/10/2006,-0.627298102,-0.489695008,-0.642991678,-0.147000339,-0.461929346,2.055506556
4/11/2006,-0.627298102,-0.489695008,-0.642991678,-0.147000339,-0.461929346,2.055506556
4/12/2006,-0.627298102,-0.489695008,-0.642991678,-0.147000339,-0.461929346,2.055506556
4/13/2006,-0.627298102,-0.489695008,-0.642991678,-0.147000339,-0.461929346,2.055506556
4/14/2006,-0.624948754,-0.482314297,-0.639010338,-0.147073499,-0.477021183,2.078012265
4/15/2006,-0.624948754,-0.482314297,-0.639010338,-0.147073499,-0.477021183,2.078012265
4/16/2006,-0.624948754,-0.482314297,-0.639010338,-0.147073499,-0.477021183,2.078012265
4/17/2006,-0.624948754,-0.482314297,-0.639010338,-0.147073499,-0.477021183,2.078012265
4/18/2006,-0.624948754,-0.482314297,-0.639010338,-0.147073499,-0.477021183,2.078012265
4/19/2006,-0.624948754,-0.482314297,-0.639010338,-0.147073499,-0.477021183,2.078012265
4/20/2006,-0.624948754,-0.482314297,-0.639010338,-0.147073499,-0.477021183,2.078012265
4/21/2006,-0.623159997,-0.477545448,-0.635237075,-0.146466843,-0.490136271,2.100292921
4/22/2006,-0.623159997,-0.477545448,-0.635237075,-0.146466843,-0.490136271,2.100292921
4/23/2006,-0.623159997,-0.477545448,-0.635237075,-0.146466843,-0.490136271,2.100292921
4/24/2006,-0.623159997,-0.477545448,-0.635237075,-0.146466843,-0.490136271,2.100292921
4/25/2006,-0.623159997,-0.477545448,-0.635237075,-0.146466843,-0.490136271,2.100292921
4/26/2006,-0.623159997,-0.477545448,-0.635237075,-0.146466843,-0.490136271,2.100292921
4/27/2006,-0.623159997,-0.477545448,-0.635237075,-0.146466843,-0.490136271,2.100292921
4/28/2006,-0.620396727,-0.473699304,-0.629582215,-0.145369961,-0.50158677,2.122159232
4/29/2006,-0.620396727,-0.473699304,-0.629582215,-0.145369961,-0.50158677,2.122159232
4/30/2006,-0.620396727,-0.473699304,-0.629582215,-0.145369961,-0.50158677,2.122159232
5/1/2006,-0.620396727,-0.473699304,-0.629582215,-0.145369961,-0.50158677,2.122159232
5/2/2006,-0.620396727,-0.473699304,-0.629582215,-0.145369961,-0.50158677,2.122159232
5/3/2006,-0.620396727,-0.473699304,-0.629582215,-0.145369961,-0.50158677,2.122159232
5/4/2006,-0.620396727,-0.473699304,-0.629582215,-0.145369961,-0.50158677,2.122159232
5/5/2006,-0.615144817,-0.466398531,-0.621136472,-0.143761238,-0.510508161,2.143441066
5/6/2006,-0.615144817,-0.466398531,-0.621136472,-0.143761238,-0.510508161,2.143441066
5/7/2006,-0.615144817,-0.466398531,-0.621136472,-0.143761238,-0.510508161,2.143441066
5/8/2006,-0.615144817,-0.466398531,-0.621136472,-0.143761238,-0.510508161,2.143441066
5/9/2006,-0.615144817,-0.466398531,-0.621136472,-0.143761238,-0.510508161,2.143441066
5/10/2006,-0.615144817,-0.466398531,-0.621136472,-0.143761238,-0.510508161,2.143441066
5/11/2006,-0.615144817,-0.466398531,-0.621136472,-0.143761238,-0.510508161,2.143441066
5/12/2006,-0.607837167,-0.456113965,-0.609233089,-0.142385891,-0.516986923,2.163996618
5/13/2006,-0.607837167,-0.456113965,-0.609233089,-0.142385891,-0.516986923,2.163996618
5/14/2006,-0.607837167,-0.456113965,-0.609233089,-0.142385891,-0.516986923,2.163996618
5/15/2006,-0.607837167,-0.456113965,-0.609233089,-0.142385891,-0.516986923,2.163996618
5/16/2006,-0.607837167,-0.456113965,-0.609233089,-0.142385891,-0.516986923,2.163996618
5/17/2006,-0.607837167,-0.456113965,-0.609233089,-0.142385891,-0.516986923,2.163996618
5/18/2006,-0.607837167,-0.456113965,-0.609233089,-0.142385891,-0.516986923,2.163996618
5/19/2006,-0.596422664,-0.438789667,-0.592587967,-0.140897514,-0.520628173,2.183714861
5/20/2006,-0.596422664,-0.438789667,-0.592587967,-0.140897514,-0.520628173,2.183714861
5/21/2006,-0.596422664,-0.438789667,-0.592587967,-0.140897514,-0.520628173,2.183714861
5/22/2006,-0.596422664,-0.438789667,-0.592587967,-0.140897514,-0.520628173,2.183714861
5/23/2006,-0.596422664,-0.438789667,-0.592587967,-0.140897514,-0.520628173,2.183714861
5/24/2006,-0.596422664,-0.438789667,-0.592587967,-0.140897514,-0.520628173,2.183714861
5/25/2006,-0.596422664,-0.438789667,-0.592587967,-0.140897514,-0.520628173,2.183714861
5/26/2006,-0.583015813,-0.417617902,-0.573607979,-0.139262073,-0.521269946,2.202514907
5/27/2006,-0.583015813,-0.417617902,-0.573607979,-0.139262073,-0.521269946,2.202514907
5/28/2006,-0.583015813,-0.417617902,-0.573607979,-0.139262073,-0.521269946,2.202514907
5/29/2006,-0.583015813,-0.417617902,-0.573607979,-0.139262073,-0.521269946,2.202514907
5/30/2006,-0.583015813,-0.417617902,-0.573607979,-0.139262073,-0.521269946,2.202514907
5/31/2006,-0.583015813,-0.417617902,-0.573607979,-0.139262073,-0.521269946,2.202514907
6/1/2006,-0.583015813,-0.417617902,-0.573607979,-0.139262073,-0.521269946,2.202514907
6/2/2006,-0.56873647,-0.395338867,-0.554307288,-0.137285305,-0.518553273,2.220347706
6/3/2006,-0.56873647,-0.395338867,-0.554307288,-0.137285305,-0.518553273,2.220347706
6/4/2006,-0.56873647,-0.395338867,-0.554307288,-0.137285305,-0.518553273,2.220347706
6/5/2006,-0.56873647,-0.395338867,-0.554307288,-0.137285305,-0.518553273,2.220347706
6/6/2006,-0.56873647,-0.395338867,-0.554307288,-0.137285305,-0.518553273,2.220347706
6/7/2006,-0.56873647,-0.395338867,-0.554307288,-0.137285305,-0.518553273,2.220347706
6/8/2006,-0.56873647,-0.395338867,-0.554307288,-0.137285305,-0.518553273,2.220347706
6/9/2006,-0.554980781,-0.375815804,-0.536524879,-0.134878159,-0.512835948,2.237193461
6/10/2006,-0.554980781,-0.375815804,-0.536524879,-0.134878159,-0.512835948,2.237193461
6/11/2006,-0.554980781,-0.375815804,-0.536524879,-0.134878159,-0.512835948,2.237193461
6/12/2006,-0.554980781,-0.375815804,-0.536524879,-0.134878159,-0.512835948,2.237193461
6/13/2006,-0.554980781,-0.375815804,-0.536524879,-0.134878159,-0.512835948,2.237193461
6/14/2006,-0.554980781,-0.375815804,-0.536524879,-0.134878159,-0.512835948,2.237193461
6/15/2006,-0.554980781,-0.375815804,-0.536524879,-0.134878159,-0.512835948,2.237193461
6/16/2006,-0.542483526,-0.360501155,-0.522547515,-0.131648712,-0.503891822,2.25305959
6/17/2006,-0.542483526,-0.360501155,-0.522547515,-0.131648712,-0.503891822,2.25305959
6/18/2006,-0.542483526,-0.360501155,-0.522547515,-0.131648712,-0.503891822,2.25305959
6/19/2006,-0.542483526,-0.360501155,-0.522547515,-0.131648712,-0.503891822,2.25305959
6/20/2006,-0.542483526,-0.360501155,-0.522547515,-0.131648712,-0.503891822,2.25305959
6/21/2006,-0.542483526,-0.360501155,-0.522547515,-0.131648712,-0.503891822,2.25305959
6/22/2006,-0.542483526,-0.360501155,-0.522547515,-0.131648712,-0.503891822,2.25305959
6/23/2006,-0.533531858,-0.352521123,-0.515034609,-0.127451732,-0.492709592,2.267979471
6/24/2006,-0.533531858,-0.352521123,-0.515034609,-0.127451732,-0.492709592,2.267979471
6/25/2006,-0.533531858,-0.352521123,-0.515034609,-0.127451732,-0.492709592,2.267979471
6/26/2006,-0.533531858,-0.352521123,-0.515034609,-0.127451732,-0.492709592,2.267979471
6/27/2006,-0.533531858,-0.352521123,-0.515034609,-0.127451732,-0.492709592,2.267979471
6/28/2006,-0.533531858,-0.352521123,-0.515034609,-0.127451732,-0.492709592,2.267979471
6/29/2006,-0.533531858,-0.352521123,-0.515034609,-0.127451732,-0.492709592,2.267979471
6/30/2006,-0.529425509,-0.352991508,-0.515379001,-0.122162743,-0.480692935,2.28200589
7/1/2006,-0.529425509,-0.352991508,-0.515379001,-0.122162743,-0.480692935,2.28200589
7/2/2006,-0.529425509,-0.352991508,-0.515379001,-0.122162743,-0.480692935,2.28200589
7/3/2006,-0.529425509,-0.352991508,-0.515379001,-0.122162743,-0.480692935,2.28200589
7/4/2006,-0.529425509,-0.352991508,-0.515379001,-0.122162743,-0.480692935,2.28200589
7/5/2006,-0.529425509,-0.352991508,-0.515379001,-0.122162743,-0.480692935,2.28200589
7/6/2006,-0.529425509,-0.352991508,-0.515379001,-0.122162743,-0.480692935,2.28200589
7/7/2006,-0.530049898,-0.36136563,-0.52294301,-0.116166503,-0.469201204,2.295201733
7/8/2006,-0.530049898,-0.36136563,-0.52294301,-0.116166503,-0.469201204,2.295201733
7/9/2006,-0.530049898,-0.36136563,-0.52294301,-0.116166503,-0.469201204,2.295201733
7/10/2006,-0.530049898,-0.36136563,-0.52294301,-0.116166503,-0.469201204,2.295201733
7/11/2006,-0.530049898,-0.36136563,-0.52294301,-0.116166503,-0.469201204,2.295201733
7/12/2006,-0.530049898,-0.36136563,-0.52294301,-0.116166503,-0.469201204,2.295201733
7/13/2006,-0.530049898,-0.36136563,-0.52294301,-0.116166503,-0.469201204,2.295201733
7/14/2006,-0.535857854,-0.376214794,-0.537140866,-0.109542697,-0.46029988,2.307650415
7/15/2006,-0.535857854,-0.376214794,-0.537140866,-0.109542697,-0.46029988,2.307650415
7/16/2006,-0.535857854,-0.376214794,-0.537140866,-0.109542697,-0.46029988,2.307650415
7/17/2006,-0.535857854,-0.376214794,-0.537140866,-0.109542697,-0.46029988,2.307650415
7/18/2006,-0.535857854,-0.376214794,-0.537140866,-0.109542697,-0.46029988,2.307650415
7/19/2006,-0.535857854,-0.376214794,-0.537140866,-0.109542697,-0.46029988,2.307650415
7/20/2006,-0.535857854,-0.376214794,-0.537140866,-0.109542697,-0.46029988,2.307650415
7/21/2006,-0.546035976,-0.396673214,-0.555997603,-0.102836087,-0.455143511,2.319433143
7/22/2006,-0.546035976,-0.396673214,-0.555997603,-0.102836087,-0.455143511,2.319433143
7/23/2006,-0.546035976,-0.396673214,-0.555997603,-0.102836087,-0.455143511,2.319433143
7/24/2006,-0.546035976,-0.396673214,-0.555997603,-0.102836087,-0.455143511,2.319433143
7/25/2006,-0.546035976,-0.396673214,-0.555997603,-0.102836087,-0.455143511,2.319433143
7/26/2006,-0.546035976,-0.396673214,-0.555997603,-0.102836087,-0.455143511,2.319433143
7/27/2006,-0.546035976,-0.396673214,-0.555997603,-0.102836087,-0.455143511,2.319433143
7/28/2006,-0.559636077,-0.420287239,-0.577986907,-0.096411319,-0.453881864,2.330631082
7/29/2006,-0.559636077,-0.420287239,-0.577986907,-0.096411319,-0.453881864,2.330631082
7/30/2006,-0.559636077,-0.420287239,-0.577986907,-0.096411319,-0.453881864,2.330631082
7/31/2006,-0.559636077,-0.420287239,-0.577986907,-0.096411319,-0.453881864,2.330631082
8/1/2006,-0.559636077,-0.420287239,-0.577986907,-0.096411319,-0.453881864,2.330631082
8/2/2006,-0.559636077,-0.420287239,-0.577986907,-0.096411319,-0.453881864,2.330631082
8/3/2006,-0.559636077,-0.420287239,-0.577986907,-0.096411319,-0.453881864,2.330631082
8/4/2006,-0.573838908,-0.442224857,-0.599448813,-0.090437991,-0.457000447,2.341324001
8/5/2006,-0.573838908,-0.442224857,-0.599448813,-0.090437991,-0.457000447,2.341324001
8/6/2006,-0.573838908,-0.442224857,-0.599448813,-0.090437991,-0.457000447,2.341324001
8/7/2006,-0.573838908,-0.442224857,-0.599448813,-0.090437991,-0.457000447,2.341324001
8/8/2006,-0.573838908,-0.442224857,-0.599448813,-0.090437991,-0.457000447,2.341324001
8/9/2006,-0.573838908,-0.442224857,-0.599448813,-0.090437991,-0.457000447,2.341324001
8/10/2006,-0.573838908,-0.442224857,-0.599448813,-0.090437991,-0.457000447,2.341324001
8/11/2006,-0.587027783,-0.460789746,-0.618387252,-0.085285492,-0.463350521,2.351586499
8/12/2006,-0.587027783,-0.460789746,-0.618387252,-0.085285492,-0.463350521,2.351586499
8/13/2006,-0.587027783,-0.460789746,-0.618387252,-0.085285492,-0.463350521,2.351586499
8/14/2006,-0.587027783,-0.460789746,-0.618387252,-0.085285492,-0.463350521,2.351586499
8/15/2006,-0.587027783,-0.460789746,-0.618387252,-0.085285492,-0.463350521,2.351586499
8/16/2006,-0.587027783,-0.460789746,-0.618387252,-0.085285492,-0.463350521,2.351586499
8/17/2006,-0.587027783,-0.460789746,-0.618387252,-0.085285492,-0.463350521,2.351586499
8/18/2006,-0.597567356,-0.472504325,-0.633044733,-0.080800484,-0.472330462,2.361486627
8/19/2006,-0.597567356,-0.472504325,-0.633044733,-0.080800484,-0.472330462,2.361486627
8/20/2006,-0.597567356,-0.472504325,-0.633044733,-0.080800484,-0.472330462,2.361486627
8/21/2006,-0.597567356,-0.472504325,-0.633044733,-0.080800484,-0.472330462,2.361486627
